LP13-A01 실제 진단 1회. exit1,36840ms. HTTP4003ms timeout. 정상 종료 확인 실패·root 보존, generic 사후진단 미실행.

개별 HTTP 실행 결과(전체 앱 PASS와 별개)
제목 | 수행내용 | 결과(pass/fail)
[selection-attempt] {"reference_sha256":"8dfa87d6b8fdd8c760383b205a2434e67aeaa472c768100753376ed10ad2ca08","attempt":4,"attempt_limit":121,"elapsed_ms":"1558","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":302,"relevant_count":46,"identity_matched":46,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"9133333333","maximum_valid_end_ns":"9166666666"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"71f9a3b71d1a47976b94a0ac15bf8b313d5b6285067bdfd4e8f9a5c82b021c7e","attempt":4,"attempt_limit":121,"elapsed_ms":"1563","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":302,"relevant_count":46,"identity_matched":46,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"9133333333","maximum_valid_end_ns":"9166666666"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"7747127cbd44ba029f41638687d87600b9820ac656f7efb42c513291be7f91f0","attempt":4,"attempt_limit":121,"elapsed_ms":"1569","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":302,"relevant_count":46,"identity_matched":46,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"9133333333","maximum_valid_end_ns":"9166666666"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"4f53af15664b74ca3004462752d9aef75c86bb62d5b112b45136e40c153efc7c","attempt":5,"attempt_limit":121,"elapsed_ms":"2061","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":314,"relevant_count":46,"identity_matched":46,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"9133333333","maximum_valid_end_ns":"9166666666"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"8dfa87d6b8fdd8c760383b205a2434e67aeaa472c768100753376ed10ad2ca08","attempt":5,"attempt_limit":121,"elapsed_ms":"2064","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":314,"relevant_count":46,"identity_matched":46,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"9133333333","maximum_valid_end_ns":"9166666666"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"71f9a3b71d1a47976b94a0ac15bf8b313d5b6285067bdfd4e8f9a5c82b021c7e","attempt":5,"attempt_limit":121,"elapsed_ms":"2070","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":314,"relevant_count":46,"identity_matched":46,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"9133333333","maximum_valid_end_ns":"9166666666"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"7747127cbd44ba029f41638687d87600b9820ac656f7efb42c513291be7f91f0","attempt":5,"attempt_limit":121,"elapsed_ms":"2075","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":314,"relevant_count":46,"identity_matched":46,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"9133333333","maximum_valid_end_ns":"9166666666"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"4f53af15664b74ca3004462752d9aef75c86bb62d5b112b45136e40c153efc7c","attempt":6,"attempt_limit":121,"elapsed_ms":"2577","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":330,"relevant_count":46,"identity_matched":46,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"9133333333","maximum_valid_end_ns":"9166666666"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"8dfa87d6b8fdd8c760383b205a2434e67aeaa472c768100753376ed10ad2ca08","attempt":6,"attempt_limit":121,"elapsed_ms":"2581","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":330,"relevant_count":46,"identity_matched":46,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"9133333333","maximum_valid_end_ns":"9166666666"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"71f9a3b71d1a47976b94a0ac15bf8b313d5b6285067bdfd4e8f9a5c82b021c7e","attempt":6,"attempt_limit":121,"elapsed_ms":"2586","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":330,"relevant_count":46,"identity_matched":46,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"9133333333","maximum_valid_end_ns":"9166666666"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"7747127cbd44ba029f41638687d87600b9820ac656f7efb42c513291be7f91f0","attempt":6,"attempt_limit":121,"elapsed_ms":"2592","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":330,"relevant_count":46,"identity_matched":46,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"9133333333","maximum_valid_end_ns":"9166666666"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"4f53af15664b74ca3004462752d9aef75c86bb62d5b112b45136e40c153efc7c","attempt":7,"attempt_limit":121,"elapsed_ms":"3090","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":346,"relevant_count":46,"identity_matched":46,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"9133333333","maximum_valid_end_ns":"9166666666"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"8dfa87d6b8fdd8c760383b205a2434e67aeaa472c768100753376ed10ad2ca08","attempt":7,"attempt_limit":121,"elapsed_ms":"3095","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":346,"relevant_count":46,"identity_matched":46,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"9133333333","maximum_valid_end_ns":"9166666666"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
